,ed_num,ed_name,pd_num,pd_sufx,pd_ltr,type,adv_num,site_name,site_name_fr,addr,addr_fr,municipality,municipality_fr,province,post_code,lat,lon,confidence,quality,score,easting,northing
49341,35100,Simcoe North,182,0,A,Ordinary,610,Couchiching Heights Public School,École publique Couchiching Heights,455 Laclie Street,"455, rue Laclie",Orillia,Orillia,ON,L3V 4P7,44.62816864930008,-79.42266611595878,9.0,StreetAddress,100.0,86180124.6519855,57930021.79789717
49342,35100,Simcoe North,182,0,B,Ordinary,610,Trillium Manor,Manoir Trillium,12 Grace Avenue,"12, avenue Grace",Orillia,Orillia,ON,L3V 2K2,44.627990804468745,-79.42625892725253,9.0,StreetAddress,100.0,86204883.23581845,57945753.77203058
49344,35100,Simcoe North,184,0,A,Ordinary,610,Monsignor Lee School,École Monsignor Lee,14 Fittons Road East,14 Fittons Road Est,Orillia,Orillia,ON,L3V 2H9,44.623119021682434,-79.4303432453043,9.0,StreetAddress,100.0,86236856.78622982,57957774.51809546
49345,35100,Simcoe North,184,0,B,Mobile,610,Hillcrest Lodge,Hillcrest Lodge,86 Cedar Street,"86, rue Cedar",Orillia,Orillia,ON,L3V 2C5,44.61819236578811,-79.42251101425495,9.0,StreetAddress,100.0,86187193.25173047,57916788.295823745
49351,35100,Simcoe North,188,0,B,Ordinary,614,Leacock Retirement Lodge,Leacock Retirement Lodge,298 Forest Avenue North,"298, avenue Forest Nord",Orillia,Orillia,ON,L3V 0C3,44.60619715182637,-79.39723636384112,9.0,PointAddress,100.0,86024228.54705413,57789810.55976068
49357,35100,Simcoe North,188,0,H,Ordinary,614,Leacock Retirement Lodge,Leacock Retirement Lodge,298 Forest Avenue North,"298, avenue Forest Nord",Orillia,Orillia,ON,L3V 0C3,44.60619715182637,-79.39723636384112,9.0,PointAddress,100.0,86024228.54705413,57789810.55976068
49358,35100,Simcoe North,188,0,I,Ordinary,614,Leacock Care Centre,Centre d'accueil Leacock,25 Museum Drive,25 Museum Drive,Orillia,Orillia,ON,L3V 7T9,44.60706159056957,-79.39604533308061,9.0,StreetAddress,100.0,86015405.09871249,57785634.99988959
49394,35100,Simcoe North,221,0,A,Ordinary,615,West Orillia Sports Complex,West Orillia Sports Complex,100 University Avenue,"100, avenue University",Orillia,Orillia,ON,L3V 6H2,44.588242097154705,-79.4539735960233,9.0,StreetAddress,99.25,86427756.14501126,58019054.4441756
49395,35100,Simcoe North,221,0,B,Ordinary,615,Oak Terrace,Oak Terrace,291 Mississaga Street West,"291, rue Mississaga Ouest",Orillia,Orillia,ON,L3V 3B9,44.60333466504744,-79.4311430883135,9.0,StreetAddress,100.0,86258475.35143691,57936430.92385236
49408,35100,Simcoe North,500,0,,Mobile,602,Bayfield House,Bayfield House,5 Beck Boulevard,"5, boulevard Beck",Penetanguishene,Penetanguishene,ON,L9M 1C1,44.7744507588147,-79.93761202533368,8.0,PointAddress,100.0,89752499.63883713,60519113.41971122
49409,35100,Simcoe North,500,0,,Mobile,602,Beechwood Private Hospital,Hôpital privé Beechwood,58 Church Street,"58, rue Church",Penetanguishene,Penetanguishene,ON,L9M 1B3,44.7748261706965,-79.92912296950176,9.0,PointAddress,100.0,89688419.85050847,60478066.21672816
49410,35100,Simcoe North,500,0,,Mobile,602,Residence on Water Street,Centre d'accueil Haarer,2 Water Street,"2, rue Water",Penetanguishene,Penetanguishene,ON,L9M 1V6,44.76984586231192,-79.9352465205149,9.0,PointAddress,100.0,89738662.74466288,60501483.68119343
49411,35100,Simcoe North,501,0,,Mobile,614,Kayla's Place,Kayla's Place,84 Coldwater Road West,84 Coldwater Road West,Orillia,Orillia,ON,L3V 3L4,44.60937446436589,-79.42523288926077,9.0,PointAddress,100.0,86213026.90217699,57917779.998358004
49412,35100,Simcoe North,501,0,,Mobile,614,Tudhope Manor,Tudhope Manor,127 Peter Street North,"127, rue Peter Nord",Orilia,Orilia,ON,L3V 4Z4,44.61263109475399,-79.42071148001271,9.0,StreetAddress,98.65,86179401.03616112,57901809.94532987
49413,35100,Simcoe North,501,0,,Mobile,614,Victoria House,Victoria House,190 Laclie Street,"190, rue Laclie",Orillia,Orillia,ON,L3V 4N4,44.616310847965636,-79.41828801605584,9.0,StreetAddress,100.0,86159813.20141366,57895686.896313235
49690,35101,Spadina--Fort York,500,0,,Mobile,600,John Gibson House,John Gibson House,227-A Crawford Street,"227-A, rue Crawford",Toronto,Toronto,ON,M6J 2V5,43.64866737108314,-79.4164688398351,9.0,PointAddress,99.99,86926186.99139808,56665429.41244981
49691,35101,Spadina--Fort York,500,0,,Mobile,600,Maynard Nursing Home,Maynard Nursing Home,28 Halton Street,"28, rue Halton",Toronto,Toronto,ON,M6J 1R3,43.64863524565739,-79.41897497045406,9.0,PointAddress,100.0,86943529.93296574,56676239.54358442
49912,35102,Stormont--Dundas--South Glengarry,500,0,,Mobile,601,Chartwell Château Gardens,Résidence Chartwell Jardins Château,105 Military Road,105 Military Road,Lancaster,Lancaster,ON,K0C 1N0,45.14608282376359,-74.50460256229452,9.0,PointAddress,100.0,62442411.362779476,43195989.77369637
49913,35102,Stormont--Dundas--South Glengarry,500,0,,Mobile,601,River Garden Retirement Residence,Résidence River Garden,18 Oak Street,"18, rue Oak",Lancaster,Lancaster,ON,K0C 1N0,45.139985979456455,-74.50143722286344,9.0,PointAddress,100.0,62435498.474147424,43183691.163280435
49914,35102,Stormont--Dundas--South Glengarry,500,0,,Mobile,601,Valley Garden Retirement Residence,Résidence Jardin de la Vallée,4152 County 34 Road,4152 County 34 Road,Green Valley,Green Valley,ON,K0C 1L0,45.25841668418597,-74.5973419177009,9.0,StreetAddress,98.38,62684956.6907745,43499400.74098198
49915,35102,Stormont--Dundas--South Glengarry,501,0,,Mobile,616,Crysler Residence,Résidence Crysler,5 Concession Street East,"5, rue Concession Est",Crysler,Crysler,ON,K0A 1R0,45.21682848017758,-75.14817978694697,9.0,PointAddress,100.0,64615472.745982036,44723265.38258018
49916,35102,Stormont--Dundas--South Glengarry,501,0,,Mobile,616,Garden Villa Retirement Residence,Résidence Garden Villa,66 Chesterville Main Street South,"66, rue Chesterville Main Sud",Chesterville,Chesterville,ON,K0C 1H0,45.09938000000005,-75.22505999999998,7.0,POI,91.31,64963751.81968899,44797848.242556155
49917,35102,Stormont--Dundas--South Glengarry,502,0,,Mobile,607,Heartwood Long Term Care,Centre de soins à long terme Heartwood,201 11th Street East,201 11th Street East,Cornwall,Cornwall,ON,K6H 2Y6,45.032560147863336,-74.73185159343274,9.0,StreetAddress,100.0,63271783.305749185,43597227.894494526
49918,35102,Stormont--Dundas--South Glengarry,502,0,,Mobile,607,Sandfield Place,Place Sandfield,220 Emma Avenue,"220, avenue Emma",Cornwall,Cornwall,ON,K6J 5V8,45.03782051731227,-74.75144005536961,9.0,PointAddress,100.0,63335470.55255876,43645857.581758395
49919,35102,Stormont--Dundas--South Glengarry,503,0,,Mobile,604,Glen-Stor-Dun Lodge,Maison Glen-Stor-Dun Lodge,1900 Montreal Road,1900 Montreal Road,Cornwall,Cornwall,ON,K6H 7L1,45.02556403029573,-74.68285752559254,9.0,PointAddress,100.0,63109541.41525237,43481620.666410595
49920,35102,Stormont--Dundas--South Glengarry,503,0,,Mobile,604,Riverview Manor,Manoir Riverview,1198 Montreal Road,1198 Montreal Road,Cornwall,Cornwall,ON,K6H 1E2,45.02046524233917,-74.69449354414554,9.0,PointAddress,100.0,63151962.28355621,43502961.19297114
49921,35102,Stormont--Dundas--South Glengarry,504,0,,Mobile,606,Adolphus Court for Seniors,Cour Adolphus,540 Adolphus Street,"540, rue Adolphus",Cornwall,Cornwall,ON,K6H 3T2,45.02575187148715,-74.72564239081862,9.0,PointAddress,100.0,63254658.283085555,43577226.37275561
49922,35102,Stormont--Dundas--South Glengarry,504,0,,Mobile,606,Riverdale Terrace Residence,Résidence Riverdale Terrace,1200 Second Street West,"1200, rue Second Ouest",Cornwall,Cornwall,ON,K6J 1J3,45.011815787091216,-74.75939519718399,9.0,PointAddress,100.0,63378000.79336963,43640346.886909686
49923,35102,Stormont--Dundas--South Glengarry,505,0,,Mobile,603,Heritage Heights Retirement Home,Résidence Heritage Heights,1755 Vincent Massey Drive,1755 Vincent Massey Drive,Cornwall,Cornwall,ON,K6H 5R6,45.031367501009605,-74.76860997584976,9.0,PointAddress,100.0,63397961.93483189,43678630.982086025
49924,35102,Stormont--Dundas--South Glengarry,505,0,,Mobile,603,Heritage Manor,Manoir Héritage,1545 Vincent Massey Drive,1545 Vincent Massey Drive,Cornwall,Cornwall,ON,K6H 5R6,45.03112748658288,-74.76230883374691,10.0,PointAddress,100.0,63376554.122665755,43664250.94611859
49925,35102,Stormont--Dundas--South Glengarry,506,0,,Mobile,606,Chartwell Chateau Cornwall,Chartwell Chateau Cornwall,41 Amelia Street,"41, rue Amelia",Cornwall,Cornwall,ON,K6H 7E5,45.0176660774424,-74.72341156921942,9.0,PointAddress,100.0,63251832.34754894,43564985.452355504
49926,35102,Stormont--Dundas--South Glengarry,506,0,,Mobile,606,Tsiiokwanonhso:te Residence,Résidence Tsiiokwanonhso:te,70 Kawehnoke Apartment Road,70 Kawehnoke Apartment Road,Cornwall Island,Cornwall Island,ON,K6H 5R7,45.00535200000006,-74.68551799999996,9.0,PostalExt,86.0,63130432.767383344,43469451.70800077
49927,35102,Stormont--Dundas--South Glengarry,507,0,,Mobile,604,Edward Court for Seniors,Résidence Édouard pour aînés,15 Edward Street,"15, rue Edward",Cornwall,Cornwall,ON,K6H 4G6,45.018198586733234,-74.71193838207606,9.0,PointAddress,100.0,63212506.79789898,43539832.74231078
49928,35102,Stormont--Dundas--South Glengarry,507,0,,Mobile,604,Royal Manor,Manoir Royal,128 Marlborough Street North,"128, rue Marlborough Nord",Cornwall,Cornwall,ON,K6H 3Z9,45.02018412763266,-74.71772868949154,9.0,StreetAddress,100.0,63231018.71602536,43554543.67600277
49929,35102,Stormont--Dundas--South Glengarry,508,0,,Mobile,611,Long Sault Villa,Villa Long Sault,53 Long Sault Drive,53 Long Sault Drive,Long Sault,Long Sault,ON,K0C 1P0,45.02918034638462,-74.89394479349652,9.0,PointAddress,100.0,63831429.48552989,43960705.7045807
49930,35102,Stormont--Dundas--South Glengarry,508,0,,Mobile,611,Woodland Villa,Villa Woodland,30 Mille Roches Road,30 Mille Roches Road,Long Sault,Long Sault,ON,K0C 1P0,45.03327557729815,-74.8884375113683,9.0,PointAddress,100.0,63809859.29363882,43951840.56906321
49931,35102,Stormont--Dundas--South Glengarry,509,0,,Mobile,615,Dundas Manor Nursing Home,Dundas Manor Nursing Home,533 Clarence Street,"533, rue Clarence",Winchester,Winchester,ON,K0C 2K0,45.088816567314844,-75.35626819822227,9.0,PointAddress,100.0,65449371.29936172,45103674.39127535
49932,35102,Stormont--Dundas--South Glengarry,509,0,,Mobile,615,Hartford Retirement Centre,Centre de retraite Hartford,3 5th Street West,3 5th Street West,Morrisburg,Morrisburg,ON,K0E 1X0,44.89912666971552,-75.1849778664955,9.0,PointAddress,98.42,64940276.896678776,44517727.372355506
49933,35102,Stormont--Dundas--South Glengarry,510,0,,Mobile,604,Marlborough Place I,Manoir Marlborough Place I,119 Marlborough Street North,"119, rue Marlborough Nord",Cornwall,Cornwall,ON,K6H 4A1,45.020798961011074,-74.717943469262,9.0,StreetAddress,100.0,63231386.80591696,43555574.79404529
49934,35102,Stormont--Dundas--South Glengarry,510,0,,Mobile,604,Marlborough Place II,Manoir Marlborough Place II,429 Second Street East,"429, rue Second Est",Cornwall,Cornwall,ON,K6H 1Z2,45.02108597198329,-74.71889665696224,9.0,PointAddress,100.0,63234458.999597676,43557961.8388209
49935,35102,Stormont--Dundas--South Glengarry,510,0,,Mobile,604,Parisien Manor,Manoir Parisien,439 2nd Street East,439 2nd Street East,Cornwall,Cornwall,ON,K6H 1Z2,45.0211929975185,-74.71852668249747,9.0,PointAddress,100.0,63233137.814099744,43557231.142981604
49998,35103,Sudbury,43,0,A,Ordinary,601,École Felix Ricard,École Felix Ricard,691 Lasalle Boulevard,"691, boulevard Lasalle",Sudbury,Sudbury,ON,P3A 1X3,46.52212452899768,-80.96776208381903,9.0,PointAddress,100.0,96645897.51489009,68615751.92423768
49999,35103,Sudbury,43,0,B,Ordinary,601,Villa Cellino,Villa Cellino,101-901 Lasalle Boulevard,"101-901, boulevard Lasalle",Sudbury,Sudbury,ON,P3A 1X8,46.52207248066854,-80.96127219317329,9.0,Subaddress,100.0,96587215.02189754,68575070.63685265
50025,35103,Sudbury,69,0,A,Ordinary,607,École publique Jeanne-Sauvé,École publique Jeanne-Sauvé,300 Van Horne Street,"300, rue Van Horne",Sudbury,Sudbury,ON,P3B 1H9,46.48792343551245,-80.98689246309647,9.0,PointAddress,100.0,96853169.68167277,68687038.28042454
50026,35103,Sudbury,69,0,B,Ordinary,607,Cherry Garden Apartments,Cherry Garden Apartments,263 Brady Street,"263, rue Brady",Sudbury,Sudbury,ON,P3B 4A6,46.48980332217706,-80.9875711325818,8.0,PointAddress,100.0,96857492.90411328,68693981.14281437
50031,35103,Sudbury,73,0,B,Ordinary,606,East View Gardens,East View Gardens,250 Ste. Anne Road,250 Ste. Anne Road,Sudbury,Sudbury,ON,P3C 5M8,46.49521593896238,-80.99204259155641,9.0,StreetAddress,100.0,96892859.00569557,68729805.35830393
50032,35103,Sudbury,73,0,C,Ordinary,606,Cityview Gardens,Cityview Gardens,200 Ste. Anne Road,200 Ste. Anne Road,Sudbury,Sudbury,ON,P3C 5L4,46.495590618956015,-80.99376564560443,9.0,StreetAddress,100.0,96908181.50040162,68741178.74696669
50063,35103,Sudbury,104,0,A,Ordinary,608,Glad Tidings Church,Glad Tidings Church,1101 Regent Street,"1101, rue Regent",Sudbury,Sudbury,ON,P3E 5P8,46.4684195650952,-81.00633940886671,9.0,StreetAddress,100.0,97049652.54372989,68781592.14920998
50065,35103,Sudbury,104,0,C,Ordinary,608,Benvenuto Apartments,Benvenuto Aptartments,1147 Ramsey View Court,1147 Ramsey View Court,Sudbury,Sudbury,ON,P3E 2E6,46.468341327138106,-81.00510527555375,9.0,StreetAddress,100.0,97038456.91943742,68773700.71671958
50070,35103,Sudbury,107,0,B,Ordinary,608,Commodore Apartments,Commodore Apartments,1140 Ramsey View Court,1140 Ramsey View Court,Sudbury,Sudbury,ON,P3E 2E2,46.46848250692345,-81.00495023624661,9.0,StreetAddress,100.0,97036901.83060794,68772925.14996079
50071,35103,Sudbury,107,0,C,Ordinary,608,The Summit,The Summit,1170 Ramsey View Court,1170 Ramsey View Court,Sudbury,Sudbury,ON,P3E 2E4,46.46826439613827,-81.0040865175373,9.0,StreetAddress,100.0,97029229.46727638,68767170.3756357
50072,35103,Sudbury,108,0,A,Ordinary,608,St. Patrick's Church,St. Patrick's Church,39 Walford Road,39 Walford Road,Sudbury,Sudbury,ON,P3E 2H2,46.46398048788188,-81.00450144033121,9.0,PointAddress,100.0,97037240.06413247,68763667.3628152
50073,35103,Sudbury,108,0,B,Ordinary,608,Rockview Towers,Rockview Towers,1250 Ramsey View Court,1250 Ramsey View Court,Sudbury,Sudbury,ON,P3E 2E7,46.46723182465506,-81.00316020430144,9.0,StreetAddress,100.0,97021789.62444356,68759859.3326075
50076,35103,Sudbury,110,0,B,Ordinary,608,Birch Glen Apartments,Birch Glen Apartments,1601 Paris Street Street,"1601, rue Paris Street",Sudbury,Sudbury,ON,P3E 5N3,46.45968841413217,-81.00111497786897,9.0,PointAddress,98.57,97010553.14469072,68736207.47993231
50077,35103,Sudbury,110,0,C,Ordinary,608,The Banyon,The Banyon,1525 Paris Street,"1525, rue Paris",Sudbury,Sudbury,ON,P3E 5K2,46.461768191240054,-81.00056912320312,9.0,PointAddress,100.0,97003523.34185736,68735739.86073548
50079,35103,Sudbury,112,0,A,Ordinary,605,Science North/CTV Atrium,Science North/CTV Atrium,100 Ramsey Lake Road,100 Ramsey Lake Road,Sudbury,Sudbury,ON,P3E 5S9,46.4695746519253,-80.9961886487034,9.0,StreetAddress,100.0,96955883.77732365,68719312.27462065
50080,35103,Sudbury,112,0,B,Mobile,605,Health Sciences North,Health Sciences North,41 Ramsey Lake Road,41 Ramsey Lake Road,Sudbury,Sudbury,ON,P3E 5J1,46.469387876017024,-80.99611729293416,9.0,StreetAddress,100.0,96955417.2514304,68718596.86034662
50087,35103,Sudbury,118,0,A,Ordinary,604,Pius XII School,Pius XII School,44 Third Avenue,"44, avenue Third",Sudbury,Sudbury,ON,P3B 3P8,46.49063679458609,-80.93015170525767,9.0,StreetAddress,100.0,96337459.56045783,68336574.83131877
50088,35103,Sudbury,118,0,B,Ordinary,604,Greenbriar Apartments,Greenbriar Apartments,568 Greenbriar Drive,568 Greenbriar Drive,Sudbury,Sudbury,ON,P3B 3X5,46.49921952978439,-80.93337763625236,9.0,StreetAddress,100.0,96358060.84361012,68368773.23702145
50104,35103,Sudbury,134,0,A,Ordinary,608,Holiday Inn,Holiday Inn,1696 Regent Street,"1696, rue Regent",Sudbury,Sudbury,ON,P3E 3Z8,46.455737550954886,-81.00631607066265,8.0,PointAddress,100.0,97061938.53877284,68763329.88704336
50105,35103,Sudbury,134,0,B,Ordinary,608,Lockerby Towers,Lockerby Towers,256 Caswell Drive,256 Caswell Drive,Sudbury,Sudbury,ON,P3E 2L9,46.45679012086402,-81.00545061084411,9.0,StreetAddress,100.0,97052994.79002874,68759379.08097069
50158,35103,Sudbury,500,0,,Mobile,603,LaSalle Residence for Seniors,LaSalle Residence for Seniors,1758 Lasalle Boulevard,"1758, boulevard Lasalle",Sudbury,Sudbury,ON,P3A 5W4,46.522083475474396,-80.93316960935425,9.0,PointAddress,100.0,96333795.38877869,68399884.41378507
50159,35103,Sudbury,500,0,,Mobile,603,Westmount Retirement Residence,Westmount Retirement Residence,599 William Avenue,"599, avenue William",Sudbury,Sudbury,ON,P3A 5W3,46.50950700000001,-80.94555940738014,9.0,PointAddress,100.0,96457668.82375188,68459154.9625662
50160,35103,Sudbury,501,0,,Mobile,607,Christ The King Centre,Christ The King Centre,12 Elgin Street,"12, rue Elgin",Sudbury,Sudbury,ON,P3C 5B5,46.49426100000001,-80.99642370430144,9.0,StreetAddress,100.0,96933709.23147872,68756010.73452367
50161,35103,Sudbury,501,0,,Mobile,607,Red Oak Villa,Red Oak Villa,20 Ste. Anne Road,20 Ste. Anne Road,Sudbury,Sudbury,ON,P3C 5N4,46.495087799859704,-80.99625124262826,9.0,StreetAddress,100.0,96931322.83549017,68756104.48290749
50162,35103,Sudbury,502,0,,Mobile,609,Casa Bella Senior Citizens' Apartments,Casa Bella Senior Citizens' Apartments,340 McLeod Street,"340, rue McLeod",Sudbury,Sudbury,ON,P3E 5Y4,46.47863920292519,-81.0087345,9.0,StreetAddress,100.0,97061460.59938876,68811295.61847189
50163,35103,Sudbury,502,0,,Mobile,609,Palambro Palace,Palambro Palace,1315 Regent Street,"1315, rue Regent",Sudbury,Sudbury,ON,P3E 3Z1,46.46323734944306,-81.00940438155645,9.0,PointAddress,100.0,97082770.63589917,68793517.47497223
50164,35103,Sudbury,503,0,,Mobile,608,Amberwood Suites,Amberwood Suites,1385 Regent Street,"1385, rue Regent",Sudbury,Sudbury,ON,P3E 3Z1,46.461755807663444,-81.01010302879519,9.0,PointAddress,100.0,97090618.71351202,68795807.76835135
50165,35103,Sudbury,503,0,,Mobile,608,The Walford on the Park,The Walford on the Park,38 Godfrey Drive,38 Godfrey Drive,Copper Cliff,Copper Cliff,ON,P0M 1N0,46.47786432001268,-81.06887759316717,9.0,PointAddress,100.0,97615381.41269498,69192062.13087964
50166,35103,Sudbury,504,0,,Mobile,605,St. Joseph's Continuing Care Centre,St. Joseph's Continuing Care Centre,1140 South Bay Road,1140 South Bay Road,Sudbury,Sudbury,ON,P3E 6J7,46.46722424017683,-80.96758896436273,9.0,StreetAddress,100.0,96698268.78586051,68536579.60897137
50167,35103,Sudbury,504,0,,Mobile,605,St. Joseph's Villa of Sudbury,St. Joseph's Villa of Sudbury,1250 South Bay Road,1250 South Bay Road,Sudbury,Sudbury,ON,P3E 6L9,46.465029051907166,-80.96542416388715,9.0,PointAddress,100.0,96680812.31627591,68519923.03669927
50168,35103,Sudbury,505,0,,Mobile,608,Southwind Retirement Residence,Southwind Retirement Residence,1645 Paris Street,"1645, rue Paris",Sudbury,Sudbury,ON,P3E 6L5,46.45889561774626,-81.00141372770128,9.0,StreetAddress,99.17,97014060.59330122,68736956.67314449
50169,35103,Sudbury,505,0,,Mobile,608,The Walford,The Walford,99 Walford Road,99 Walford Road,Sudbury,Sudbury,ON,P3E 6K3,46.4639558192644,-80.99702160526202,9.0,StreetAddress,100.0,96969010.66697736,68716535.00424172
50182,35104,Thornhill,1,0,A,Ordinary,610,Thornhill Woods Public School,Thornhill Woods Public School,341 Thornhill Woods Drive,341 Thornhill Woods Drive,Vaughan,Vaughan,ON,L4J 8V6,43.83479677826174,-79.46769980007564,8.0,PointAddress,100.0,87132727.98160113,57125268.626324385
50183,35104,Thornhill,1,0,B,Mobile,610,Hesperus Fellowship Community,Hesperus Fellowship Community,1 Hesperus Road,1 Hesperus Road,Vaughan,Vaughan,ON,L4J 0G9,43.84289618385287,-79.46459486759201,8.0,PointAddress,100.0,87104626.90669176,57121946.991028525
50393,35104,Thornhill,501,0,,Mobile,605,Amica Retirement,Amica Retirement,546 Steeles Avenue West,"546, avenue Steeles Ouest",Vaughan,Vaughan,ON,L4J 1A2,43.79395619126872,-79.43887563087875,9.0,PointAddress,100.0,86965321.88166332,56947234.60536357
50394,35104,Thornhill,501,0,,Mobile,605,Four Elms Retirement,Four Elms Retirement,1500 Steeles Avenue West,"1500, avenue Steeles Ouest",Vaughan,Vaughan,ON,L4J 4H6,43.787369122453306,-79.46974482953466,8.0,PointAddress,100.0,87185006.41983631,57073874.24998548
50491,35105,Thunder Bay--Rainy River,81,0,A,Ordinary,607,Redwood Park Church,Redwood Park Church,2609 Redwood Avenue,"2609, avenue Redwood",Thunder Bay,Thunder Bay,ON,P7C 1Y9,48.39287964175614,-89.27449818131498,8.0,PointAddress,99.62,866314476.083144,638927028.3704747
50492,35105,Thunder Bay--Rainy River,81,0,B,Ordinary,607,Sibley Hall Residence,Sibley Hall Residence,1450 Nakina Drive,1450 Nakina Drive,Thunder Bay,Thunder Bay,ON,P7C 4W1,48.403198510600596,-89.27022843541808,9.0,StreetAddress,100.0,861677807.9374729,635729462.7387991
50587,35105,Thunder Bay--Rainy River,500,0,,Mobile,608,Chartwell Isabella Retirement Living,Chartwell Isabella Retirement Living,1350 Isabella Street East,"1350, rue Isabella Est",Thunder Bay,Thunder Bay,ON,P7E 0A5,48.37757773957638,-89.2561756515028,9.0,StreetAddress,100.0,847354163.6168084,624664804.6721888
50588,35105,Thunder Bay--Rainy River,500,0,,Mobile,608,Hogarth Riverview Manor,Hogarth Riverview Manor,300 Lillie Street North,"300, rue Lillie Nord",Thunder Bay,Thunder Bay,ON,P7C 4Y7,48.387258242281845,-89.27024974681214,8.0,PointAddress,100.0,861858085.3074708,635531611.0498917
50589,35105,Thunder Bay--Rainy River,501,0,,Mobile,609,McKellar Place,McKellar Place,325 Archibald Street South,"325, rue Archibald Sud",Thunder Bay,Thunder Bay,ON,P7E 1G6,48.38043192125428,-89.24893150827296,9.0,StreetAddress,100.0,840014802.4737206,619325117.8783507
50590,35105,Thunder Bay--Rainy River,501,0,,Mobile,609,Pinewood Court,Pinewood Court,2625 Walsh Street East,"2625, rue Walsh Est",Thunder Bay,Thunder Bay,ON,P7E 2E5,48.3744144532574,-89.27523866472387,9.0,PointAddress,100.0,867289896.6493733,639259487.3025908
50617,35106,Thunder Bay--Superior North,15,0,A,Ordinary,606,Manitouwadge Recreation Complex,Manitouwadge Recreation Complex,2 Manitou Road,2 Manitou Road,Manitouwadge,Manitouwadge,ON,P0T 2C0,49.125674821876785,-85.82846865300428,9.0,StreetAddress,100.0,182550970.97082537,138994885.28123972
50618,35106,Thunder Bay--Superior North,15,0,B,Mobile,606,Manitouwadge General Hospital,Manitouwadge General Hospital,1 Healthcare Crescent,1 Healthcare Crescent,Manitouwadge,Manitouwadge,ON,P0T 2C0,49.127377856875164,-85.82431708029203,9.0,StreetAddress,99.0,182389335.58772218,138880461.55984336
50627,35106,Thunder Bay--Superior North,24,0,A,Ordinary,609,Schreiber Municipal Complex,Schreiber Municipal Complex,204 Alberta Street,"204, rue Alberta",Schreiber,Schreiber,ON,P0T 2S0,48.803507058980585,-87.26593409288596,9.0,StreetAddress,100.0,265262473.6081328,199282964.37022448
50628,35106,Thunder Bay--Superior North,24,0,B,Mobile,609,Collingwood Court,Collingwood Court,610 Winnipeg Street,610 Winnipeg Street,Schreiber,Schreiber,ON,P0T 2S0,48.807543276392984,-87.26647872426553,9.0,StreetAddress,100.0,265296722.81436336,199334092.9158761
50709,35106,Thunder Bay--Superior North,101,0,A,Ordinary,619,Thunder Bay Aboriginal Head Start,Thunder Bay Aboriginal Head Start,1610 John Street Road,1610 John Street Road,Thunder Bay,Thunder Bay,ON,P7G 1J9,48.44470446941488,-89.2921210881182,8.0,PointAddress,100.0,885052388.7327005,653818143.7447333
50710,35106,Thunder Bay--Superior North,101,0,B,Mobile,619,Pioneer Court,Pioneer Court,273 Pioneer Drive,273 Pioneer Drive,Thunder Bay,Thunder Bay,ON,P7B 2K7,48.426846000000054,-89.24260849999996,9.0,PostalExt,97.41,833297263.3597623,615315102.76637
50763,35106,Thunder Bay--Superior North,154,0,A,Ordinary,616,Lakehead Region Conservation Authority,Lakehead Region Conservation Authority,130 Conservation Road,130 Conservation Road,Thunder Bay,Thunder Bay,ON,P7B 6T8,48.381693000000055,-89.24550199999996,9.0,PostalExt,99.0,836587801.5277762,616830046.4318336
50764,35106,Thunder Bay--Superior North,154,0,B,Mobile,616,Hagi Community Service for Independence,Hagi Community Service for Independence,1201 Jasper Drive,1201 Jasper Drive,Thunder Bay,Thunder Bay,ON,P7B 6R2,48.4191547943619,-89.25505930451904,8.0,PointAddress,100.0,845814597.6080004,624378655.6746719
50790,35106,Thunder Bay--Superior North,500,0,,Mobile,604,Chateau Lac,Chateau Lac,93 Skinner Avenue,"93, avenue Skinner",Longlac,Longlac,ON,P0T 2A0,49.778611585896506,-86.52712925422705,9.0,PointAddress,100.0,212615255.06516132,165002201.66376662
50791,35106,Thunder Bay--Superior North,500,0,,Mobile,604,Fisher Court,Fisher Court,401 Fourth Avenue South-West,"401, avenue Fourth Sud-Ouest",Geraldton,Geraldton,ON,P0T 1M0,49.72394223053545,-86.95315654916924,9.0,StreetAddress,100.0,238610067.9399328,184697649.54925016
50792,35106,Thunder Bay--Superior North,500,0,,Mobile,604,Geraldton District Hospital,Geraldton District Hospital,500 Hogarth Avenue West,"500, avenue Hogarth Ouest",Geraldton,Geraldton,ON,P0T 1M0,49.72285763076322,-86.95487522027517,9.0,StreetAddress,100.0,238731324.12639737,184784531.8274316
50793,35106,Thunder Bay--Superior North,501,0,,Mobile,601,Nipigon District Memorial Hospital,Nipigon District Memorial Hospital,125 Hogan Road,125 Hogan Road,Nipigon,Nipigon,ON,P0T 2J0,49.01496263343712,-88.27432672645372,9.0,StreetAddress,100.0,397392180.9541323,299849544.8346139
50794,35106,Thunder Bay--Superior North,501,0,,Mobile,601,Red Rock Non-Profit Housing,Red Rock Non-Profit Housing,30 Taylor Avenue,"30, avenue Taylor",Red Rock,Red Rock,ON,P0T 2P0,48.94028974365152,-88.26306810238066,9.0,StreetAddress,100.0,395449601.5950312,297676715.44651514
50795,35106,Thunder Bay--Superior North,501,0,,Mobile,601,Sjolander Court,Sjolander Court,174 Bell Street,"174, rue Bell",Nipigon,Nipigon,ON,P0T 2J0,49.012025860610514,-88.2672157274029,9.0,StreetAddress,100.0,395959083.57335114,298745215.1784404
